catalog_id,sdss_name,plate,mjd,fiberID,ra_deg,dec_deg,redshift,redshift_err,mag_u,mag_g,mag_r,mag_i,mag_z,magErr_u,magErr_g,magErr_r,magErr_i,magErr_z,petroMag_r,petroR50_arcsec,petroR90_arcsec,extinction_r_mag,velocity_dispersion_kms,velDisp_err_kms,Halpha_flux_1e-17,Hbeta_flux_1e-17,OIII5007_flux_1e-17,NII6584_flux_1e-17,D4000,BPT_class,log_stellar_mass_Msun,sdss_explore_url,sdss_spectrum_fits_url,sdss_image_cutout_url
129,SDSS J155745.60+270713.1,1391,52817,208,239.439995,27.120312,0.108554,0.000048,20.2794,18.2643,17.1732,16.6370,16.2052,0.0972,0.0095,0.0060,0.0056,0.0114,17.3974,2.1402,6.7852,0.1108,168.9150,18.5574,35.4557,4.9912,7.4773,17.9202,1.9586,2,11.0799,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.43999520072026&dec=27.12031155860613,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=208,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.43999520072026&dec=27.12031155860613&scale=0.2&width=200&height=200
130,SDSS J155720.03+270533.9,1391,52817,209,239.333464,27.092756,0.108685,0.000038,20.2494,18.3476,17.3387,16.9043,16.5257,0.0759,0.0082,0.0057,0.0058,0.0123,17.3119,1.8217,6.1880,0.1069,220.0862,16.1267,15.2297,-1.8327,9.0559,-5.2691,1.9222,-1,10.7513,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.33346379862866&dec=27.092755839214465,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=209,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.33346379862866&dec=27.092755839214465&scale=0.2&width=200&height=200
131,SDSS J155745.84+270853.4,1391,52817,210,239.441010,27.148164,0.090989,0.000022,19.9291,17.7671,16.7642,16.3315,15.9805,0.0548,0.0060,0.0043,0.0042,0.0078,16.8611,1.5377,4.4336,0.1107,164.9038,9.0865,15.9681,8.7544,-0.5821,16.1052,1.9899,-1,10.8815,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.4410098463992&dec=27.148164034441727,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=210,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.4410098463992&dec=27.148164034441727&scale=0.2&width=200&height=200
132,SDSS J155740.37+271556.1,1391,52817,211,239.418189,27.265590,0.086754,0.000032,20.4386,18.3401,17.3685,16.9246,16.5500,0.0751,0.0078,0.0054,0.0053,0.0105,17.4562,1.2641,3.5198,0.1166,176.9064,11.2741,1.8020,5.8405,3.1628,13.8898,1.9152,-1,10.5683,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.4181892080868&dec=27.26559017185418,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=211,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.4181892080868&dec=27.26559017185418&scale=0.2&width=200&height=200
133,SDSS J155704.03+272516.4,1391,52817,212,239.266779,27.421211,0.091282,0.000028,20.1750,18.2888,17.2971,16.8245,16.4294,0.0646,0.0080,0.0056,0.0054,0.0108,17.3638,1.5135,4.1032,0.1113,173.3879,11.5463,36.7590,14.8573,-3.5921,25.9585,1.9550,5,10.6923,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.2667792069221&dec=27.421211176197314,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=212,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.2667792069221&dec=27.421211176197314&scale=0.2&width=200&height=200
134,SDSS J155742.02+271946.3,1391,52817,213,239.425077,27.329537,0.094134,0.000030,20.4627,18.2735,17.2263,16.7916,16.3798,0.0792,0.0078,0.0053,0.0053,0.0101,17.2402,1.4896,4.7908,0.1170,176.8658,12.6978,10.3530,1.8558,9.6573,19.9489,2.1261,-1,10.7721,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.42507698010118&dec=27.329537238561564,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=213,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.42507698010118&dec=27.329537238561564&scale=0.2&width=200&height=200
135,SDSS J155750.25+271428.4,1391,52817,214,239.459361,27.241214,0.090028,0.000034,20.5486,18.6758,17.6699,17.2177,16.8435,0.0901,0.0102,0.0067,0.0067,0.0141,17.6681,1.7284,5.2478,0.1169,106.3667,11.2309,3.3782,0.3471,-0.8322,2.6496,2.0600,-1,10.4906,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.45936124670305&dec=27.241213537464542,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=214,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.45936124670305&dec=27.241213537464542&scale=0.2&width=200&height=200
136,SDSS J155708.86+272315.0,1391,52817,216,239.286925,27.387511,0.093281,0.000028,19.7305,17.7731,16.8036,16.3512,15.9497,0.0610,0.0069,0.0048,0.0048,0.0096,16.6403,3.6673,10.4754,0.1098,163.0362,10.4688,6.9931,5.5494,-2.1350,0.7923,2.1710,-1,10.8609,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.28692497203423&dec=27.387510764204293,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=216,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.28692497203423&dec=27.387510764204293&scale=0.2&width=200&height=200
137,SDSS J155743.15+271337.1,1391,52817,218,239.429777,27.226961,0.086632,0.000027,19.9367,18.0138,17.0268,16.5892,16.2401,0.0628,0.0073,0.0051,0.0050,0.0103,17.1806,1.7260,4.4195,0.1153,139.1738,10.9778,23.6373,1.4310,0.4721,1.7245,1.9636,2,10.7109,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.42977666637944&dec=27.226960867237658,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=218,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.42977666637944&dec=27.226960867237658&scale=0.2&width=200&height=200
138,SDSS J155655.16+271251.0,1391,52817,219,239.229850,27.214163,0.091966,0.000033,19.7524,17.5633,16.5154,16.0477,15.6261,0.0604,0.0059,0.0041,0.0040,0.0075,16.6067,2.2083,6.8005,0.1084,247.7373,11.7658,18.5389,9.3261,9.5443,34.5337,2.1529,-1,11.0862,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.22984967151575&dec=27.214163178492306,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=219,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.22984967151575&dec=27.214163178492306&scale=0.2&width=200&height=200
139,SDSS J155730.12+271855.7,1391,52817,220,239.375494,27.315471,0.092276,0.000032,19.5266,17.5728,16.6320,16.2118,15.8421,0.0730,0.0074,0.0052,0.0053,0.0115,16.7932,3.5461,9.4902,0.1168,117.1579,11.8173,9.7180,6.2408,1.9944,8.0653,1.9272,-1,10.8466,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.37549363905612&dec=27.315471234750348,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=220,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.37549363905612&dec=27.315471234750348&scale=0.2&width=200&height=200
140,SDSS J155642.24+271142.8,1391,52817,245,239.176016,27.195219,0.094157,0.000049,20.3379,18.5897,17.6971,17.3084,16.9616,0.0775,0.0107,0.0074,0.0076,0.0175,17.8011,1.7099,5.0947,0.1067,110.4184,17.2630,8.8570,4.2295,7.3491,6.8974,1.9246,-1,10.3471,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.1760161478113&dec=27.19521908399537,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=245,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.1760161478113&dec=27.19521908399537&scale=0.2&width=200&height=200
141,SDSS J155600.98+272338.8,1391,52817,250,239.004077,27.394121,0.089210,0.000029,20.1229,18.1059,17.1479,16.7078,16.3418,0.0603,0.0071,0.0051,0.0050,0.0101,17.2854,1.4490,3.9672,0.0991,174.9294,11.6354,4.4649,4.5086,0.2617,1.4719,1.9410,-1,10.6541,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.004076779885&dec=27.394121233611823,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=250,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.004076779885&dec=27.394121233611823&scale=0.2&width=200&height=200
142,SDSS J155653.78+272609.9,1391,52817,251,239.224099,27.436093,0.088214,0.000010,19.9513,18.2867,17.4687,17.0296,16.7216,0.0559,0.0082,0.0062,0.0062,0.0134,17.4599,1.7119,5.4972,0.1102,107.5616,15.0402,177.3300,35.5792,29.0334,95.6741,1.6683,3,10.4147,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.2240988293034&dec=27.436093391680338,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=251,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.2240988293034&dec=27.436093391680338&scale=0.2&width=200&height=200
143,SDSS J155602.83+272559.4,1391,52817,252,239.011793,27.433172,0.092533,0.000031,20.3765,18.3497,17.3922,16.9633,16.6137,0.0762,0.0083,0.0058,0.0058,0.0125,17.4495,1.6301,4.7050,0.0979,119.0846,10.4903,2.1544,3.4652,6.7579,1.4098,2.2025,-1,10.5914,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.01179309178758&dec=27.43317150568474,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=252,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.01179309178758&dec=27.43317150568474&scale=0.2&width=200&height=200
144,SDSS J155643.88+271938.7,1391,52817,258,239.182834,27.327420,0.086862,0.000013,19.8489,18.4148,17.7194,17.3559,17.0336,0.0537,0.0085,0.0069,0.0072,0.0174,17.6574,1.9373,4.7020,0.1017,69.5356,17.9994,119.9686,24.5459,6.0320,41.5912,1.5425,2,10.1753,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.18283429479914&dec=27.32742033160811,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=258,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.18283429479914&dec=27.32742033160811&scale=0.2&width=200&height=200
145,SDSS J155943.93+274229.7,1391,52817,593,239.933053,27.708246,0.050659,0.000017,18.3041,16.3192,15.3629,14.8929,14.4885,0.0200,0.0033,0.0027,0.0027,0.0043,15.4474,2.1227,6.4610,0.1173,290.7896,8.0918,244.3921,48.9459,46.7410,188.6502,2.0662,5,10.9693,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.93305319601035&dec=27.708246310661742,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=593,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.93305319601035&dec=27.708246310661742&scale=0.2&width=200&height=200
146,SDSS J155953.46+270429.1,1392,52822,165,239.972759,27.074760,0.086952,0.000027,20.0414,18.0448,17.0794,16.6185,16.2754,0.0714,0.0069,0.0051,0.0054,0.0123,17.2348,1.5379,4.4676,0.1111,157.1123,9.2102,32.8466,14.4098,13.5720,26.3577,2.0449,5,10.7425,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.97275884806214&dec=27.07475960512738,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=165,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.97275884806214&dec=27.07475960512738&scale=0.2&width=200&height=200
147,SDSS J155929.85+270351.5,1392,52822,167,239.874391,27.064305,0.091700,0.000040,20.3868,18.5695,17.6606,17.2211,16.8498,0.0841,0.0089,0.0066,0.0073,0.0174,17.7603,1.4180,4.1148,0.1130,136.7665,15.1501,0.5029,12.7982,4.2738,4.0238,1.9996,-1,10.4362,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.87439072087614&dec=27.06430470684767,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=167,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.87439072087614&dec=27.06430470684767&scale=0.2&width=200&height=200
148,SDSS J155940.40+270923.5,1392,52822,170,239.918341,27.156531,0.089462,0.000031,20.2325,18.3379,17.3738,16.9149,16.5916,0.0835,0.0083,0.0060,0.0065,0.0160,17.5042,1.6657,4.5685,0.1168,165.0286,11.3641,2.9868,0.0276,0.1182,-1.1087,1.9354,-1,10.5080,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.91834115275876&dec=27.15653092617472,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=170,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.91834115275876&dec=27.15653092617472&scale=0.2&width=200&height=200
149,SDSS J155944.69+271919.2,1392,52822,173,239.936223,27.322013,0.084051,0.000030,20.1856,18.4021,17.5175,17.1014,16.7845,0.0579,0.0078,0.0058,0.0058,0.0133,17.6008,1.2571,3.6778,0.1198,139.9408,12.1324,36.8062,10.6328,10.4154,24.2662,1.7975,5,10.3443,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.93622331354766&dec=27.322012516353183,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=173,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.93622331354766&dec=27.322012516353183&scale=0.2&width=200&height=200
150,SDSS J155954.31+271437.4,1392,52822,174,239.976278,27.243722,0.075628,0.000016,20.1408,18.4257,17.5183,16.9629,16.5878,0.0831,0.0112,0.0080,0.0073,0.0170,17.4790,3.3295,8.6413,0.1241,86.1013,29.8726,79.4606,18.6226,9.4187,36.4911,1.6374,2,10.5224,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.97627756798897&dec=27.243722229147853,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=174,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.97627756798897&dec=27.243722229147853&scale=0.2&width=200&height=200
151,SDSS J155954.82+271659.5,1392,52822,180,239.978424,27.283181,0.093257,0.000038,20.9995,18.8293,17.8708,17.4191,17.0568,0.1079,0.0097,0.0069,0.0067,0.0158,17.8681,1.5649,3.9349,0.1232,116.2819,12.3133,2.9945,1.5231,5.8452,7.5076,1.9522,-1,10.4302,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.97842362210628&dec=27.283181103114536,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=180,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.97842362210628&dec=27.283181103114536&scale=0.2&width=200&height=200
152,SDSS J155838.50+270930.2,1392,52822,181,239.660417,27.158397,0.092716,0.000034,20.5623,18.6499,17.6822,17.2124,16.8572,0.0842,0.0096,0.0066,0.0065,0.0136,17.7563,1.3424,3.9308,0.1258,97.3005,10.7772,3.8108,5.1839,5.9810,0.7359,1.9427,-1,10.4956,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.66041667978533&dec=27.158397026284128,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=181,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.66041667978533&dec=27.158397026284128&scale=0.2&width=200&height=200
153,SDSS J155849.58+270516.3,1392,52822,183,239.706590,27.087864,0.087783,0.000029,19.5196,17.6145,16.6121,16.1347,15.7247,0.0488,0.0061,0.0043,0.0042,0.0079,16.6827,2.1864,7.1047,0.1279,188.8552,12.6061,53.2803,11.1108,-0.3270,10.0225,1.9501,2,10.9423,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.70659017339938&dec=27.08786433340885,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=183,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.70659017339938&dec=27.08786433340885&scale=0.2&width=200&height=200
154,SDSS J155910.64+270500.0,1392,52822,185,239.794333,27.083342,0.088063,0.000037,20.1288,18.2255,17.2028,16.7509,16.3468,0.0634,0.0076,0.0053,0.0052,0.0101,17.2126,1.7224,5.2631,0.1181,225.7053,15.4937,3.0478,0.7305,8.2777,2.2748,2.0700,-1,10.6971,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.7943326950462&dec=27.08334172007388,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=185,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.7943326950462&dec=27.08334172007388&scale=0.2&width=200&height=200
155,SDSS J155918.73+272002.9,1392,52822,186,239.828058,27.334143,0.089684,0.000025,19.1898,17.0821,16.0934,15.6189,15.2370,0.0416,0.0048,0.0035,0.0034,0.0068,16.2614,2.3237,6.9246,0.1180,237.3598,9.7599,22.1290,4.5729,8.6224,2.2701,2.0950,-1,11.1876,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.82805841508912&dec=27.334143078600512,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=186,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.82805841508912&dec=27.334143078600512&scale=0.2&width=200&height=200
156,SDSS J155833.72+270451.8,1392,52822,187,239.640503,27.081056,0.091694,0.000037,20.5708,18.6690,17.6801,17.2281,16.8609,0.0715,0.0088,0.0061,0.0060,0.0121,17.7458,1.0780,3.1537,0.1302,174.4605,12.9882,-0.0881,-0.0189,-0.0754,4.9757,2.0521,-1,10.4861,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.64050341144605&dec=27.081056328199757,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=187,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.64050341144605&dec=27.081056328199757&scale=0.2&width=200&height=200
157,SDSS J155839.98+270620.1,1392,52822,188,239.666565,27.105581,0.091506,0.000029,19.6403,17.6635,16.6844,16.2354,15.8450,0.0574,0.0064,0.0046,0.0045,0.0089,16.8057,2.2260,7.0176,0.1287,179.2037,11.6059,-0.8011,8.0585,0.7798,1.5823,2.1486,-1,10.8851,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.66656454753831&dec=27.10558117944367,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=188,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.66656454753831&dec=27.10558117944367&scale=0.2&width=200&height=200
158,SDSS J155857.88+270423.0,1392,52822,189,239.741149,27.073055,0.087912,0.000041,20.4885,18.4239,17.4525,17.0262,16.6537,0.0693,0.0077,0.0056,0.0054,0.0107,17.5130,1.1335,3.2414,0.1246,215.9123,14.9267,-0.8858,6.4787,-1.1752,0.3719,2.0607,-1,10.5406,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.74114946907167&dec=27.073054508622437,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=189,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.74114946907167&dec=27.073054508622437&scale=0.2&width=200&height=200
159,SDSS J155857.31+270741.6,1392,52822,191,239.738776,27.128217,0.089510,0.000027,20.5269,18.2978,17.3363,16.8600,16.4717,0.0678,0.0066,0.0050,0.0051,0.0098,17.3735,0.9438,1.8873,0.1222,217.0086,10.7986,0.4610,-0.3956,1.1739,-1.7753,2.1076,-1,10.8080,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.7387763207996&dec=27.12821657589618,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=191,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.7387763207996&dec=27.12821657589618&scale=0.2&width=200&height=200
160,SDSS J155839.00+271401.7,1392,52822,192,239.662508,27.233806,0.089867,0.000027,20.6563,18.6995,17.6547,17.1972,16.7825,0.0643,0.0088,0.0060,0.0057,0.0101,17.7072,0.8212,1.6395,0.1231,202.2010,10.8077,13.7950,5.8737,-11.5517,11.1650,2.1036,-1,10.4786,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.66250842111424&dec=27.233806039817946,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=192,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.66250842111424&dec=27.233806039817946&scale=0.2&width=200&height=200
161,SDSS J155834.29+270718.6,1392,52822,193,239.642891,27.121841,0.092100,0.000033,20.5971,18.6071,17.6078,17.1398,16.7735,0.0784,0.0088,0.0061,0.0059,0.0120,17.6491,1.1905,3.4696,0.1270,170.8345,12.4458,0.0527,-4.1900,1.4531,3.1098,2.3365,-1,10.5614,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.64289050144936&dec=27.121840743237605,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=193,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.64289050144936&dec=27.121840743237605&scale=0.2&width=200&height=200
162,SDSS J155924.56+271300.7,1392,52822,195,239.852334,27.216850,0.092960,0.000023,19.3149,17.2557,16.2604,15.7943,15.4296,0.0448,0.0048,0.0036,0.0038,0.0076,16.4110,1.8381,5.4514,0.1157,232.3673,8.4613,6.6964,10.1457,18.9185,30.8578,2.1515,-1,11.1356,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.85233434807552&dec=27.216849905815213,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=195,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.85233434807552&dec=27.216849905815213&scale=0.2&width=200&height=200
163,SDSS J155844.96+270812.2,1392,52822,196,239.687339,27.136712,0.094581,0.000009,18.8868,17.4799,16.8368,16.3975,16.1276,0.0342,0.0060,0.0051,0.0051,0.0115,17.0369,2.1634,6.3605,0.1265,93.0380,18.4691,491.3795,78.0566,17.1313,174.5303,1.3961,1,10.6288,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.68733901207605&dec=27.136712317087262,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=196,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.68733901207605&dec=27.136712317087262&scale=0.2&width=200&height=200
164,SDSS J155856.61+271823.5,1392,52822,197,239.735891,27.306527,0.097610,0.000025,19.9182,18.0305,17.1438,16.7695,16.4293,0.0494,0.0066,0.0050,0.0051,0.0098,17.2446,1.2583,3.5389,0.1155,133.3338,8.0867,6.5499,-0.2836,6.7135,6.4875,1.8775,-1,10.5891,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.73589089504011&dec=27.306527495574063,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=197,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.73589089504011&dec=27.306527495574063&scale=0.2&width=200&height=200
