catalog_id,sdss_name,plate,mjd,fiberID,ra_deg,dec_deg,redshift,redshift_err,mag_u,mag_g,mag_r,mag_i,mag_z,magErr_u,magErr_g,magErr_r,magErr_i,magErr_z,petroMag_r,petroR50_arcsec,petroR90_arcsec,extinction_r_mag,velocity_dispersion_kms,velDisp_err_kms,Halpha_flux_1e-17,Hbeta_flux_1e-17,OIII5007_flux_1e-17,NII6584_flux_1e-17,D4000,BPT_class,log_stellar_mass_Msun,sdss_explore_url,sdss_spectrum_fits_url,sdss_image_cutout_url
88,SDSS J155814.31+271619.6,1391,52817,140,239.559634,27.272103,0.095399,0.000028,19.3577,17.4241,16.3723,15.9118,15.4978,0.0481,0.0058,0.0041,0.0040,0.0074,16.4251,2.6527,8.3892,0.1214,249.7463,11.9302,35.3627,24.4637,5.6757,44.1502,1.9220,-1,11.1119,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.5596341733162&dec=27.272102672585504,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=140,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.5596341733162&dec=27.272102672585504&scale=0.2&width=200&height=200
89,SDSS J155739.90+272249.1,1391,52817,141,239.416247,27.380315,0.091496,0.000028,19.3549,17.3354,16.3107,15.8576,15.4574,0.0488,0.0056,0.0040,0.0039,0.0074,16.3475,2.8437,9.2164,0.1168,244.2486,11.7902,23.1062,18.1940,-9.2749,-3.3167,2.0953,-1,11.0932,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.41624656960423&dec=27.380314919342933,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=141,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.41624656960423&dec=27.380314919342933&scale=0.2&width=200&height=200
90,SDSS J155739.62+274024.8,1391,52817,142,239.415091,27.673544,0.089193,0.000027,19.6756,18.2362,17.4779,17.0641,16.7978,0.0605,0.0090,0.0071,0.0072,0.0201,17.5534,2.5326,4.8605,0.1080,16.6838,48.4182,50.1026,12.0112,2.3552,19.9738,1.6522,2,10.3409,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.41509148724185&dec=27.673543601679494,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=142,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.41509148724185&dec=27.673543601679494&scale=0.2&width=200&height=200
91,SDSS J155749.89+272300.1,1391,52817,143,239.457863,27.383373,0.091328,0.000026,19.3951,17.5629,16.5831,16.1680,15.8246,0.0483,0.0063,0.0046,0.0045,0.0091,16.7841,2.2651,6.2511,0.1169,147.9328,10.3098,1.2538,3.3493,7.5932,1.7693,2.0524,-1,10.8639,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.45786320181344&dec=27.38337298350889,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=143,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.45786320181344&dec=27.38337298350889&scale=0.2&width=200&height=200
92,SDSS J155744.57+272924.9,1391,52817,144,239.435725,27.490237,0.087526,0.000027,20.2580,18.1360,17.1277,16.6612,16.2871,0.0660,0.0072,0.0051,0.0049,0.0094,17.2084,1.3665,3.8054,0.1161,193.0416,10.5873,29.0746,11.3672,-3.5126,-17.4578,2.1044,-1,10.7325,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.43572539225735&dec=27.490237105859727,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=144,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.43572539225735&dec=27.490237105859727&scale=0.2&width=200&height=200
93,SDSS J155801.00+272148.2,1391,52817,146,239.504169,27.363389,0.094661,0.000024,19.7024,17.5819,16.5474,16.1176,15.7506,0.0568,0.0060,0.0042,0.0042,0.0081,16.7374,1.8242,5.3002,0.1169,181.3950,8.6200,11.4179,2.2392,6.0552,11.5990,2.1784,-1,11.0083,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.5041692326082&dec=27.36338926091371,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=146,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.5041692326082&dec=27.36338926091371&scale=0.2&width=200&height=200
94,SDSS J155743.53+272753.0,1391,52817,147,239.431375,27.464722,0.031559,0.000007,17.7061,15.8127,14.9045,14.4180,14.0034,0.0208,0.0032,0.0026,0.0026,0.0042,15.0563,4.8265,14.2540,0.1167,126.4708,7.8763,738.4011,84.7596,53.7431,495.4212,1.6555,3,10.7735,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.43137478726408&dec=27.464721878146708,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=147,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.43137478726408&dec=27.464721878146708&scale=0.2&width=200&height=200
95,SDSS J155754.22+273431.7,1391,52817,148,239.475905,27.575460,0.089114,0.000024,20.2995,18.5871,17.7028,17.2526,16.9597,0.0853,0.0109,0.0078,0.0077,0.0194,17.9119,1.6501,4.0849,0.1100,98.5863,15.1090,50.4655,13.2369,3.9840,20.8577,1.6291,2,10.3960,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.4759051966389&dec=27.575460205026378,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=148,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.4759051966389&dec=27.575460205026378&scale=0.2&width=200&height=200
96,SDSS J155759.93+272943.3,1391,52817,149,239.499695,27.495372,0.091124,0.000025,19.8365,17.9371,16.9982,16.5800,16.2272,0.0503,0.0066,0.0049,0.0048,0.0092,17.1104,1.4926,4.3397,0.1150,146.7892,9.1308,10.9687,6.4704,8.5696,4.8298,1.9338,-1,10.6757,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.49969517245015&dec=27.49537184723321,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=149,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.49969517245015&dec=27.49537184723321&scale=0.2&width=200&height=200
97,SDSS J155749.59+272611.5,1391,52817,150,239.456644,27.436528,0.088881,0.000025,19.5782,17.5101,16.5156,16.0592,15.6931,0.0464,0.0055,0.0040,0.0040,0.0073,16.6327,1.6802,5.1943,0.1168,220.0259,10.0148,21.1001,13.4487,0.4285,-0.0241,2.1097,-1,10.9617,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.45664392945565&dec=27.43652786493148,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=150,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.45664392945565&dec=27.43652786493148&scale=0.2&width=200&height=200
98,SDSS J155753.73+273744.4,1391,52817,154,239.473861,27.629008,0.093553,0.000030,19.7578,18.0641,17.1790,16.7434,16.4316,0.0674,0.0087,0.0062,0.0062,0.0159,17.3488,2.4898,7.1477,0.1083,63.7040,9.9372,29.8090,6.8518,6.4073,20.4054,1.6174,5,10.5943,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.47386127060258&dec=27.629007816025894,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=154,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.47386127060258&dec=27.629007816025894&scale=0.2&width=200&height=200
99,SDSS J155741.51+272432.6,1391,52817,155,239.422959,27.409066,0.090056,0.000025,19.7406,17.7411,16.7373,16.2904,15.9060,0.0563,0.0065,0.0046,0.0045,0.0088,16.6754,2.4261,8.3543,0.1169,156.2065,9.3790,24.7213,7.2439,3.6547,16.9646,1.9767,5,10.8759,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.4229589229491&dec=27.40906591281401,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=155,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.4229589229491&dec=27.40906591281401&scale=0.2&width=200&height=200
100,SDSS J155745.92+274043.3,1391,52817,156,239.441336,27.678700,0.089942,0.000015,18.8289,17.2855,16.4251,15.9468,15.6283,0.0294,0.0051,0.0039,0.0038,0.0081,16.5402,2.1463,6.6712,0.1076,167.8639,10.1538,480.6441,93.2796,15.0879,194.3992,1.5485,2,10.9958,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.44133557933787&dec=27.678699656974242,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=156,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.44133557933787&dec=27.678699656974242&scale=0.2&width=200&height=200
101,SDSS J155730.33+273748.1,1391,52817,158,239.376370,27.630015,0.089683,0.000028,19.9429,17.9896,17.0700,16.6425,16.3155,0.0597,0.0066,0.0048,0.0048,0.0112,17.0480,2.0677,4.6480,0.1111,103.6768,8.6380,32.9278,3.6652,9.8164,20.6854,1.8156,5,10.6386,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.3763701929962&dec=27.63001540657112,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=158,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.3763701929962&dec=27.63001540657112&scale=0.2&width=200&height=200
102,SDSS J155808.01+273258.6,1391,52817,159,239.533375,27.549600,0.091170,0.000024,20.1201,18.0656,17.0893,16.6675,16.3101,0.0593,0.0068,0.0048,0.0048,0.0101,17.2180,1.3279,3.7877,0.1111,154.2367,9.0140,10.6615,9.1855,5.9529,16.0616,2.0854,-1,10.7011,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.53337501493957&dec=27.549600097607147,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=159,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.53337501493957&dec=27.549600097607147&scale=0.2&width=200&height=200
103,SDSS J155637.82+273523.3,1391,52817,161,239.157593,27.589810,0.089805,0.000030,20.1257,18.0608,17.0958,16.6569,16.3288,0.0630,0.0070,0.0051,0.0050,0.0100,17.2004,1.4558,4.1622,0.1128,172.6808,10.3599,12.9694,12.3447,0.8064,3.2883,1.9423,-1,10.6783,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.1575934908704&dec=27.589809784843805,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=161,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.1575934908704&dec=27.589809784843805&scale=0.2&width=200&height=200
104,SDSS J155651.95+272723.9,1391,52817,162,239.216439,27.456644,0.107845,0.000037,20.9673,18.6993,17.6943,17.2443,16.8768,0.1133,0.0095,0.0065,0.0063,0.0137,17.6043,1.6518,4.3098,0.1120,136.2928,13.1284,27.6045,3.8254,10.6482,35.6919,1.7261,-1,10.6432,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.21643940763406&dec=27.456644141694017,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=162,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.21643940763406&dec=27.456644141694017&scale=0.2&width=200&height=200
105,SDSS J155646.97+273114.0,1391,52817,164,239.195717,27.520555,0.087392,0.000025,19.4046,17.4772,16.4951,16.0557,15.7030,0.0492,0.0060,0.0043,0.0042,0.0085,16.6641,2.1696,6.6320,0.1168,163.0034,10.2277,24.5793,7.2021,13.8172,36.6923,1.9933,5,10.9114,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.19571662814164&dec=27.52055493081147,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=164,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.19571662814164&dec=27.52055493081147&scale=0.2&width=200&height=200
106,SDSS J155713.25+272858.1,1391,52817,165,239.305188,27.482799,0.087650,0.000033,20.4314,18.4853,17.5329,17.1210,16.7517,0.0812,0.0091,0.0064,0.0064,0.0136,17.6152,1.4734,4.3872,0.1178,142.4453,14.0208,4.7999,0.4372,-1.2862,2.2262,1.9591,-1,10.4526,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.3051880623418&dec=27.482799357384327,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=165,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.3051880623418&dec=27.482799357384327&scale=0.2&width=200&height=200
107,SDSS J155724.69+272817.7,1391,52817,166,239.352864,27.471586,0.098705,0.000027,19.7064,17.7205,16.6648,16.2267,15.7968,0.0614,0.0069,0.0046,0.0046,0.0089,16.7926,2.2321,7.0437,0.1169,149.7912,10.0170,28.5231,5.9903,3.3321,25.7960,1.9736,-1,11.0189,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.35286356772744&dec=27.471586271178058,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=166,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.35286356772744&dec=27.471586271178058&scale=0.2&width=200&height=200
108,SDSS J155721.42+272706.8,1391,52817,167,239.339231,27.451894,0.094695,0.000037,20.2449,18.4079,17.4083,16.9796,16.5909,0.0931,0.0104,0.0070,0.0071,0.0155,17.5880,2.1018,5.2923,0.1163,108.6767,11.9177,2.4515,1.0915,-0.7985,0.6052,1.8540,-1,10.6195,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.3392311615616&dec=27.451893963185427,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=167,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.3392311615616&dec=27.451893963185427&scale=0.2&width=200&height=200
109,SDSS J155728.88+272545.3,1391,52817,168,239.370316,27.429239,0.087332,0.000020,18.8221,17.0821,16.3849,16.0803,15.8146,0.0276,0.0046,0.0039,0.0040,0.0080,16.5230,1.7992,4.8981,0.1162,117.6193,7.4426,-1.3398,-27.5350,10.0927,14.7192,1.6347,-1,10.5190,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.37031553837707&dec=27.429238717663978,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=168,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.37031553837707&dec=27.429238717663978&scale=0.2&width=200&height=200
110,SDSS J155709.78+272549.9,1391,52817,169,239.290746,27.430537,0.091120,0.000035,20.5318,18.4996,17.5015,17.0598,16.7104,0.0982,0.0099,0.0067,0.0066,0.0146,17.6658,1.6521,4.1196,0.1139,129.0617,12.7788,6.0665,7.1284,5.1534,-0.0916,1.9670,-1,10.5560,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.29074598126155&dec=27.430537463929113,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=169,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.29074598126155&dec=27.430537463929113&scale=0.2&width=200&height=200
111,SDSS J155642.95+273324.5,1391,52817,170,239.178938,27.556798,0.088744,0.000021,18.8661,16.9738,15.9758,15.5391,15.1818,0.0333,0.0046,0.0034,0.0033,0.0061,16.0104,2.6600,9.2222,0.1158,204.4339,7.7360,37.2777,11.6109,1.2779,19.4107,1.9440,2,11.1371,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.17893768666733&dec=27.556797661248268,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=170,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.17893768666733&dec=27.556797661248268&scale=0.2&width=200&height=200
112,SDSS J155638.19+273841.5,1391,52817,171,239.159127,27.644851,0.090407,0.000040,20.4333,18.4481,17.4925,17.0822,16.7292,0.1091,0.0107,0.0074,0.0075,0.0173,17.7218,2.0009,4.9984,0.1103,92.0706,14.1524,1.8712,3.6223,-10.5166,0.4901,1.9150,-1,10.4894,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.15912737688518&dec=27.64485133904803,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=171,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.15912737688518&dec=27.64485133904803&scale=0.2&width=200&height=200
113,SDSS J155648.98+272925.8,1391,52817,172,239.204079,27.490498,0.086330,0.000016,18.7756,17.3870,16.6673,16.2913,15.9999,0.0297,0.0055,0.0045,0.0046,0.0098,16.7096,2.3472,7.4402,0.1148,88.6130,8.3574,183.2901,38.7804,6.7373,70.0160,1.4665,2,10.5971,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.20407872506894&dec=27.490498350039708,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=172,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.20407872506894&dec=27.490498350039708&scale=0.2&width=200&height=200
114,SDSS J155710.47+273050.5,1391,52817,175,239.293623,27.514015,0.092074,0.000037,20.4519,18.5792,17.8016,17.4054,16.9281,0.0707,0.0088,0.0232,0.0227,0.0134,17.7423,1.1828,3.1208,0.1192,120.0333,11.9827,-5.6626,-4.6630,-1.3450,1.1467,2.4411,-1,10.4649,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.29362266469352&dec=27.514015393131512,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=175,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.29362266469352&dec=27.514015393131512&scale=0.2&width=200&height=200
115,SDSS J155716.36+274040.9,1391,52817,178,239.318154,27.678015,0.090282,0.000025,19.8749,17.8827,16.9272,16.4755,16.1158,0.0470,0.0061,0.0045,0.0044,0.0090,16.9674,1.4082,4.6593,0.1114,202.6173,8.6254,14.5095,2.1543,-3.6577,-0.7102,2.0559,-1,10.7784,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.31815374677137&dec=27.678014716436476,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=178,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.31815374677137&dec=27.678014716436476&scale=0.2&width=200&height=200
116,SDSS J155652.41+273551.1,1391,52817,179,239.218386,27.597541,0.090148,0.000020,18.8975,17.0368,16.1170,15.7085,15.3938,0.0327,0.0047,0.0036,0.0036,0.0068,16.1738,2.4872,8.1021,0.1162,173.4285,7.5126,41.2843,6.8627,33.4453,46.8246,1.9292,5,10.9836,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.2183864546319&dec=27.597541249932156,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=179,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.2183864546319&dec=27.597541249932156&scale=0.2&width=200&height=200
117,SDSS J155708.11+273004.2,1391,52817,180,239.283793,27.501165,0.124395,0.000021,20.2233,18.7467,17.8350,17.4004,17.0304,0.0830,0.0121,0.0085,0.0089,0.0207,17.8922,2.1744,4.8628,0.1192,144.9391,24.1766,74.0356,15.6154,4.4829,18.1651,1.6669,2,10.7397,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.28379348112855&dec=27.501164719111372,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=180,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.28379348112855&dec=27.501164719111372&scale=0.2&width=200&height=200
118,SDSS J155631.50+273428.7,1391,52817,181,239.131267,27.574634,0.088447,0.000035,20.6793,18.7816,17.8068,17.3859,17.0352,0.0745,0.0092,0.0065,0.0205,0.0128,17.8469,0.9805,2.7069,0.1111,147.9937,12.4386,2.0243,5.0487,13.1949,-2.4099,1.9849,-1,10.3693,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.13126702771436&dec=27.574634385947046,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=181,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.13126702771436&dec=27.574634385947046&scale=0.2&width=200&height=200
119,SDSS J155636.92+272912.0,1391,52817,183,239.153825,27.486657,0.041529,0.000016,18.8325,16.9667,16.1219,15.7106,15.3741,0.0249,0.0042,0.0034,0.0034,0.0057,16.2148,1.4626,4.6133,0.1108,149.2365,5.9470,15.2807,19.8747,8.7362,-5.3309,1.9942,-1,10.3221,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.1538254143617&dec=27.486656749825908,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=183,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.1538254143617&dec=27.486656749825908&scale=0.2&width=200&height=200
120,SDSS J155631.91+273148.0,1391,52817,184,239.132944,27.529990,0.086036,0.000032,20.1922,18.2454,17.3184,16.9120,16.5857,0.0767,0.0086,0.0062,0.0063,0.0137,17.4968,1.7909,4.9962,0.1110,115.4887,11.6620,-0.0083,-1.2821,-1.3156,-1.4254,1.9026,-1,10.5086,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.13294449544983&dec=27.529990201951072,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=184,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.13294449544983&dec=27.529990201951072&scale=0.2&width=200&height=200
121,SDSS J155607.23+273533.7,1391,52817,188,239.030126,27.592681,0.091250,0.000035,19.8335,17.9706,16.9982,16.5361,16.2068,0.0708,0.0081,0.0057,0.0055,0.0123,17.1668,2.2265,6.8423,0.1046,143.2052,15.4153,39.3436,10.4095,8.4009,17.1944,1.8413,2,10.7840,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.03012595915402&dec=27.592680894681326,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=188,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.03012595915402&dec=27.592680894681326&scale=0.2&width=200&height=200
122,SDSS J155617.51+273518.9,1391,52817,196,239.072973,27.588587,0.031887,0.000010,19.5269,18.1738,17.8207,17.6410,17.5193,0.0614,0.0104,0.0114,0.0143,0.0339,17.8065,2.9400,6.1430,0.1066,0.0000,41.4016,84.8533,28.0144,33.2294,7.9702,1.2550,1,8.7630,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.07297257323702&dec=27.58858688043195,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=196,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.07297257323702&dec=27.58858688043195&scale=0.2&width=200&height=200
123,SDSS J155713.60+271528.8,1391,52817,201,239.306666,27.257996,0.087018,0.000033,20.4162,18.6287,17.6855,17.2431,16.8656,0.0679,0.0088,0.0062,0.0061,0.0123,17.7756,1.1046,3.1795,0.1120,125.0314,11.8200,15.1313,4.9784,9.3517,14.9073,1.8473,-1,10.4129,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.3066660431208&dec=27.25799579708955,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=201,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.3066660431208&dec=27.25799579708955&scale=0.2&width=200&height=200
124,SDSS J155740.21+270622.9,1391,52817,202,239.417546,27.106355,0.111388,0.000020,19.4750,18.0021,17.1941,16.7825,16.5026,0.0419,0.0071,0.0054,0.0054,0.0119,17.3243,1.6274,4.4264,0.1094,107.3522,9.9864,105.4253,24.1766,11.5771,53.9092,1.5455,2,10.6323,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.4175457362304&dec=27.106355369076255,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=202,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.4175457362304&dec=27.106355369076255&scale=0.2&width=200&height=200
125,SDSS J155737.15+270716.1,1391,52817,203,239.404783,27.121125,0.111065,0.000034,20.6948,18.2948,17.2182,16.7589,16.3368,0.1064,0.0082,0.0054,0.0052,0.0102,17.2546,1.6959,5.2923,0.1086,178.6235,12.4424,40.6417,3.5323,29.6717,33.2428,2.0121,-1,10.9632,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.40478327301332&dec=27.12112547624209,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=203,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.40478327301332&dec=27.12112547624209&scale=0.2&width=200&height=200
126,SDSS J155743.61+271636.8,1391,52817,204,239.431720,27.276902,0.088651,0.000036,19.9354,18.0954,17.1428,16.7253,16.3554,0.0591,0.0074,0.0052,0.0052,0.0105,17.2580,1.6150,4.2909,0.1171,144.7834,12.3904,3.6207,0.7846,9.1286,9.1713,2.0157,-1,10.6087,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.4317200086292&dec=27.276902208203182,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=204,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.4317200086292&dec=27.276902208203182&scale=0.2&width=200&height=200
127,SDSS J155733.86+270426.3,1391,52817,205,239.391067,27.073982,0.083698,0.000017,19.9662,18.0939,17.4019,17.0812,16.7814,0.0861,0.0083,0.0068,0.0078,0.0202,17.3736,2.8126,6.3622,0.1086,81.6705,16.5734,73.2889,11.8423,2.3507,25.4907,1.5961,2,10.1972,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.39106709918877&dec=27.07398184950818,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=205,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.39106709918877&dec=27.07398184950818&scale=0.2&width=200&height=200
128,SDSS J155653.83+271550.3,1391,52817,207,239.224308,27.263959,0.152980,0.000041,20.5724,18.4604,17.2820,16.8064,16.4382,0.1022,0.0095,0.0058,0.0055,0.0117,17.3785,1.7712,5.1872,0.1058,231.6387,15.7762,15.5342,3.7598,-1.9894,4.7211,2.1889,-1,11.1782,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.2243077523636&dec=27.263958873744123,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1391&mjd=52817&fiberid=207,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.2243077523636&dec=27.263958873744123&scale=0.2&width=200&height=200
